10179869102;NonStereotype
108848203134279680;NonStereotype
110019074746089472;NonStereotype
1155137060;NonStereotype
1157431574;NonStereotype
1158843498;NonStereotype
1159963133;NonStereotype
118699741998620672;NonStereotype
119016076251107329;NonStereotype
119164423821729793;NonStereotype
1252581512;NonStereotype
1253349674;NonStereotype
1269009733;NonStereotype
1335990177;NonStereotype
1365775786;NonStereotype
140734966110748672;NonStereotype
1437810076;NonStereotype
144042313411330048;NonStereotype
1474989877;NonStereotype
1475058029;NonStereotype
162510050047426561;NonStereotype
168383037963370500;NonStereotype
1726214815;NonStereotype
184557874486325248;NonStereotype
185693608580620288;NonStereotype
190923415077662722;NonStereotype
196627968624312320;NonStereotype
197068277619503105;NonStereotype
197072013481873409;NonStereotype
204908445193875456;NonStereotype
217683844919328768;Stereotype
229646469408358401;NonStereotype
230434532283777024;NonStereotype
238199522;NonStereotype
246140960046710785;NonStereotype
24687530486;NonStereotype
276799061636562944;NonStereotype
282238622;NonStereotype
317453529138733057;NonStereotype
317680184092418051;NonStereotype
317976852578848769;Stereotype
319606016029360128;NonStereotype
322114234425159680;NonStereotype
322409041655627776;NonStereotype
322763431184830465;NonStereotype
323032606323142656;NonStereotype
323385090321313792;NonStereotype
323546343408799744;NonStereotype
323795233466884097;NonStereotype
324112277060087809;NonStereotype
324447281338273792;NonStereotype
324448789970702336;NonStereotype
324530047300009984;NonStereotype
324831891423375361;NonStereotype
324850236428259329;Stereotype
325205657294893056;NonStereotype
325560925052616704;NonStereotype
326020893853757440;NonStereotype
327383962936819712;NonStereotype
327748039261429761;NonStereotype
328036627974852608;NonStereotype
328576059517829124;NonStereotype
328749480532901888;NonStereotype
328913394264588289;NonStereotype
329207656784994306;NonStereotype
329290450227830785;NonStereotype
329564296025632768;NonStereotype
329957240855470080;NonStereotype
330271293633093632;NonStereotype
330273052350873600;NonStereotype
330814121702477824;NonStereotype
331024613448507393;NonStereotype
331471312352575488;NonStereotype
331777161847513090;NonStereotype
331821520030662656;NonStereotype
332460457199812609;NonStereotype
333602973190090752;NonStereotype
333927598046466048;NonStereotype
334021564620222464;NonStereotype
334653580139175937;NonStereotype
335060272760905729;NonStereotype
335515535557144576;NonStereotype
335850764926861312;NonStereotype
335852076347301888;NonStereotype
336206995533230080;NonStereotype
336913980322893824;NonStereotype
337674814082932736;NonStereotype
337945072370855937;NonStereotype
339427665306062849;NonStereotype
339800818117140481;NonStereotype
340039765019729921;NonStereotype
340869214556520448;NonStereotype
341279664725188608;NonStereotype
3416417552;NonStereotype
3419423320;NonStereotype
3424186011;NonStereotype
3425658467;NonStereotype
3425891695;NonStereotype
344144145717284864;NonStereotype
344144323627073537;NonStereotype
344164989021601794;NonStereotype
344198093715165184;NonStereotype
344316016450469888;NonStereotype
344423329568026624;NonStereotype
344577817557741568;NonStereotype
344578236778422272;NonStereotype
346671214711939072;NonStereotype
346671821321547777;NonStereotype
347018747548160002;NonStereotype
347205843466452994;NonStereotype
348009973139259392;NonStereotype
3,4808E+17;NonStereotype
348378254048116736;NonStereotype
348807556342362114;NonStereotype
348872129032355840;Stereotype
348882154924699648;NonStereotype
349456743287365632;NonStereotype
349519383934140416;NonStereotype
349607970327375872;NonStereotype
349614064911126529;NonStereotype
3502056691;NonStereotype
350306593860108290;NonStereotype
350310328459993090;NonStereotype
351682913487699969;NonStereotype
352046957428080642;NonStereotype
352049608186273793;NonStereotype
357511501512323074;NonStereotype
357872155804975104;NonStereotype
357885715339689984;NonStereotype
358197896425910272;NonStereotype
359375015315116032;NonStereotype
359406691227406337;NonStereotype
359409291469406209;NonStereotype
360348097391509504;NonStereotype
360459755644395520;NonStereotype
360765198929367040;NonStereotype
361168177952067587;NonStereotype
362137928509566976;NonStereotype
362198490954215425;NonStereotype
362314756146733056;NonStereotype
362504466387304449;NonStereotype
362513010935349248;NonStereotype
362515715456106496;NonStereotype
362515817323167746;NonStereotype
362517694102253568;NonStereotype
362518554194608128;NonStereotype
362519722140499970;NonStereotype
362520890946224128;NonStereotype
362521494644989952;NonStereotype
362522526708019203;NonStereotype
362546442511978496;NonStereotype
362566124770050049;NonStereotype
362595048673640452;NonStereotype
362609386067206145;Stereotype
362615514322829312;NonStereotype
362669748070256644;NonStereotype
362828412051664896;NonStereotype
362930435296206848;NonStereotype
363010309096607744;NonStereotype
363038496740483072;NonStereotype
363151057742233600;NonStereotype
363219559370588160;NonStereotype
3,63547E+17;NonStereotype
363635122550996995;NonStereotype
363674776415772672;NonStereotype
363681647947812865;NonStereotype
363698380825821184;NonStereotype
364110970768982016;NonStereotype
364379041711022080;Stereotype
365031259166081024;NonStereotype
365202909366980609;NonStereotype
365787718556463105;NonStereotype
365856819106684929;NonStereotype
365969865640652800;NonStereotype
366575412983250944;NonStereotype
366643948632018944;NonStereotype
367044865491992576;NonStereotype
367410655759851520;NonStereotype
367412621462364160;NonStereotype
367413137907003392;NonStereotype
367414204908597249;NonStereotype
369496864850051075;NonStereotype
369497402333351936;NonStereotype
369830557581987840;NonStereotype
370179035319386114;NonStereotype
370673859646611456;NonStereotype
370707085061025792;NonStereotype
370759313893367808;NonStereotype
372097347242971137;NonStereotype
